Geneid	Chr	Start	End	Strand	Length
ENSG00000173992	chr11	66360292	66360771	+	2474
ENSG00000199325	chr11	66382435	66382561	-	127
ENSG00000239306	chr11	66384053	66384528	+	3937
ENSG00000173933	chr11	66384097	66384528	+	5821
ENSG00000248643	chr11	66384097	66384528	+	2577
ENSG00000173914	chr11	66432469	66433131	-	4325
ENSG00000258297	chr11	66433507	66435845	+	2339
ENSG00000173898	chr11	66452719	66453988	-	9131
ENSG00000239553	chr11	66480192	66480480	-	289
ENSG00000173715	chr11	66511922	66512170	+	3953
ENSG00000213409	chr11	66529046	66529870	-	825
ENSG00000254984	chr11	66538717	66539138	-	422
ENSG00000173653	chr11	66610306	66611609	+	2995
ENSG00000173599	chr11	66615704	66616618	-	5927
ENSG00000173621	chr11	66624118	66624335	+	2828
ENSG00000239099	chr11	66687233	66687294	+	62
ENSG00000266423	chr11	66701905	66701977	-	73
ENSG00000173237	chr11	66742748	66743109	+	1187
ENSG00000252709	chr11	66762950	66763096	-	147
ENSG00000173227	chr11	66774249	66774926	+	10830
ENSG00000173156	chr11	66824289	66824505	+	1265
ENSG00000173120	chr11	66886740	66887520	+	10258
ENSG00000179038	chr11	66963391	66964638	-	1248
ENSG00000238892	chr11	66988379	66988487	+	109
ENSG00000173020	chr11	67033881	67034283	+	6665
ENSG00000172932	chr11	67056018	67057021	+	6643
ENSG00000172830	chr11	67070919	67071162	+	3641
ENSG00000175482	chr11	67118248	67121066	-	3049
ENSG00000256514	chr11	67119043	67119490	-	711
ENSG00000201684	chr11	67129885	67130179	+	295
ENSG00000175505	chr11	67131639	67133101	-	1986
ENSG00000172613	chr11	67159176	67159361	+	3175
ENSG00000253024	chr11	67162681	67162782	-	102
ENSG00000172531	chr11	67165654	67166116	-	2711
ENSG00000175463	chr11	67171386	67171428	+	5010
ENSG00000172508	chr11	67182439	67182687	+	5670
ENSG00000175634	chr11	67195931	67196711	+	5815
ENSG00000255949	chr11	67198838	67198964	-	470
ENSG00000213402	chr11	67202981	67203821	-	1292
ENSG00000172725	chr11	67205519	67205972	-	2958
ENSG00000175514	chr11	67218772	67220200	-	1429
ENSG00000175544	chr11	67219877	67220911	+	2701
ENSG00000269913	chr11	67227339	67227784	+	446
ENSG00000270169	chr11	67229181	67229791	-	611
ENSG00000172663	chr11	67231824	67232167	-	3252
ENSG00000110711	chr11	67250512	67250728	+	1640
ENSG00000110697	chr11	67259239	67259767	-	6449
ENSG00000167797	chr11	67273968	67274483	-	2019
ENSG00000167791	chr11	67286383	67286635	-	996
ENSG00000244152	chr11	67309206	67309475	-	270
ENSG00000084207	chr11	67351066	67351315	+	1925
ENSG00000184224	chr11	67370351	67372577	-	2434
ENSG00000255119	chr11	67372992	67373263	+	555
ENSG00000167792	chr11	67374323	67375087	+	4154
ENSG00000231793	chr11	67380124	67380438	-	1579
ENSG00000255318	chr11	67385750	67386322	-	831
ENSG00000167799	chr11	67395409	67395871	-	1475
ENSG00000167800	chr11	67398774	67399365	-	1548
ENSG00000132744	chr11	67410026	67410410	-	1300
ENSG00000227834	chr11	67419047	67419082	-	893
ENSG00000132746	chr11	67429633	67430870	-	3235
ENSG00000239559	chr11	67450243	67450529	-	287
ENSG00000184795	chr11	67479173	67479478	-	699
ENSG00000235855	chr11	67489954	67490926	-	973
ENSG00000266451	chr11	67501992	67502079	-	88
ENSG00000254447	chr11	67503079	67504030	-	952
ENSG00000254883	chr11	67511793	67512116	+	324
ENSG00000255147	chr11	67516514	67516602	-	374
ENSG00000227620	chr11	67552744	67552854	+	760
ENSG00000160172	chr11	67559119	67560764	-	3402
ENSG00000254792	chr11	67608413	67608520	+	108
ENSG00000251637	chr11	67653948	67654160	+	3962
ENSG00000206587	chr11	67663102	67663208	+	107
ENSG00000243672	chr11	67693122	67693902	-	781
ENSG00000221553	chr11	67700685	67700833	+	149
ENSG00000254610	chr11	67702034	67702179	-	455
ENSG00000254850	chr11	67703029	67703397	+	369
ENSG00000255230	chr11	67733344	67733698	-	355
ENSG00000255554	chr11	67741757	67742714	-	958
ENSG00000110057	chr11	67758575	67759328	-	3438
ENSG00000006534	chr11	67776048	67776162	+	6621
ENSG00000255306	chr11	67792277	67792529	-	739
ENSG00000110717	chr11	67798084	67798200	+	4523
ENSG00000266737	chr11	67801364	67801448	+	85
ENSG00000110719	chr11	67806483	67806586	+	4384
ENSG00000255031	chr11	67818207	67818399	+	1209
ENSG00000110721	chr11	67820326	67821514	-	3877
ENSG00000255236	chr11	67889520	67889670	+	776
ENSG00000110066	chr11	67922330	67926638	-	8632
ENSG00000171067	chr11	68028803	68030386	-	3406
ENSG00000162337	chr11	68080077	68080273	+	6164
ENSG00000110075	chr11	68228186	68228295	+	8333
ENSG00000254856	chr11	68256077	68256308	-	232
ENSG00000222339	chr11	68273040	68273119	-	80
ENSG00000212093	chr11	68273551	68273634	-	84
ENSG00000260808	chr11	68380367	68380689	-	1094
ENSG00000266854	chr11	68386967	68387063	+	97
ENSG00000069482	chr11	68451247	68451594	+	1300
ENSG00000132749	chr11	68474908	68475968	-	5833
ENSG00000110090	chr11	68522088	68522319	-	6565
ENSG00000250508	chr11	68638132	68638383	+	3252
ENSG00000197345	chr11	68658744	68660461	-	2825
ENSG00000132740	chr11	68671310	68671506	+	6465
ENSG00000255741	chr11	68708971	68709455	-	569
ENSG00000172938	chr11	68747490	68748455	-	966
ENSG00000261625	chr11	68768233	68769516	-	1284
ENSG00000261276	chr11	68771862	68772115	+	366
ENSG00000172935	chr11	68771863	68773729	-	2746
ENSG00000256508	chr11	68779751	68780016	+	2137
ENSG00000162341	chr11	68816365	68816574	+	6130
ENSG00000265539	chr11	68850644	68850726	+	83
ENSG00000260895	chr11	68870961	68871340	+	622
ENSG00000261070	chr11	68914696	68915208	-	990
ENSG00000259799	chr11	68923378	68923582	+	778
ENSG00000172927	chr11	69061605	69062043	+	3760
ENSG00000213275	chr11	69070879	69071274	-	396
ENSG00000260877	chr11	69186231	69186315	+	371
ENSG00000259854	chr11	69229075	69230394	+	2424
ENSG00000255980	chr11	69240458	69240574	+	2376
ENSG00000255606	chr11	69253133	69253621	-	581
ENSG00000261347	chr11	69282366	69282521	+	664
ENSG00000255774	chr11	69291901	69292381	-	726
ENSG00000110092	chr11	69455855	69456279	+	4830
ENSG00000149716	chr11	69467844	69468087	-	7873
ENSG00000162344	chr11	69513000	69514344	-	2447
ENSG00000256441	chr11	69552066	69552785	-	720
ENSG00000268351	chr11	69587254	69587718	-	465
ENSG00000075388	chr11	69587797	69588253	-	1220
ENSG00000186895	chr11	69624992	69625468	-	892
ENSG00000255191	chr11	69831982	69832272	+	432
ENSG00000254605	chr11	69860964	69861317	-	679
ENSG00000248844	chr11	69902336	69902641	-	1995
ENSG00000254417	chr11	69918540	69919045	-	1004
ENSG00000202070	chr11	69921469	69921575	+	107
ENSG00000131620	chr11	69924408	69924820	+	6033
ENSG00000255143	chr11	69975403	69975824	+	497
ENSG00000254902	chr11	70033894	70034062	-	646
ENSG00000168040	chr11	70049269	70049851	+	1841
ENSG00000254721	chr11	70052397	70053075	-	1011
ENSG00000131626	chr11	70116806	70117020	+	10467
ENSG00000255329	chr11	70125027	70125403	-	377
ENSG00000254604	chr11	70128473	70128518	-	539
ENSG00000221333	chr11	70130061	70130176	+	116
ENSG00000254484	chr11	70166034	70166304	+	422
ENSG00000255539	chr11	70170977	70171233	-	367
ENSG00000254495	chr11	70204304	70204355	-	394
ENSG00000246889	chr11	70218352	70218640	-	3078
ENSG00000085733	chr11	70244510	70244720	+	6949
ENSG00000162105	chr11	70313961	70319544	-	16428
ENSG00000227726	chr11	70323382	70323564	-	206
ENSG00000226627	chr11	70477199	70477339	+	2252
ENSG00000236262	chr11	70492270	70492403	+	356
ENSG00000207196	chr11	70551272	70551374	-	103
ENSG00000171671	chr11	70708895	70708972	+	1683
ENSG00000263744	chr11	70718375	70718473	-	99
ENSG00000172900	chr11	71093647	71093790	-	3496
ENSG00000172893	chr11	71139239	71139898	-	4160
ENSG00000254682	chr11	71159720	71159931	+	680
ENSG00000172890	chr11	71164155	71164427	+	14970
ENSG00000254924	chr11	71217107	71217426	-	320
ENSG00000244411	chr11	71238313	71239210	+	898
ENSG00000241233	chr11	71249071	71250253	+	1183
ENSG00000254997	chr11	71259466	71260653	+	1188
ENSG00000204572	chr11	71276609	71277666	+	1130
ENSG00000248903	chr11	71279726	71279980	+	255
ENSG00000249387	chr11	71290774	71290894	-	121
ENSG00000204571	chr11	71292901	71293921	-	1401
ENSG00000187811	chr11	71292956	71293203	-	3516
ENSG00000184055	chr11	71304500	71305428	+	929
ENSG00000255562	chr11	71314306	71314580	+	1144
ENSG00000255261	chr11	71331066	71332078	+	1013
ENSG00000255415	chr11	71340091	71340467	+	377
ENSG00000221458	chr11	71373593	71373741	-	149
ENSG00000239481	chr11	71380566	71381343	+	778
ENSG00000254805	chr11	71401499	71401703	-	205
ENSG00000254972	chr11	71412314	71412531	-	347
ENSG00000223235	chr11	71417525	71417624	-	100
ENSG00000255319	chr11	71422786	71422863	+	1607
ENSG00000158483	chr11	71498556	71498678	+	2972
ENSG00000248671	chr11	71505409	71506300	-	3675
ENSG00000254978	chr11	71511587	71511833	-	549
ENSG00000264091	chr11	71513631	71513695	-	65
ENSG00000214534	chr11	71525091	71528144	-	3463
ENSG00000184276	chr11	71544246	71544303	+	666
ENSG00000252902	chr11	71556242	71556291	-	50
ENSG00000255157	chr11	71567323	71567383	+	240
ENSG00000254469	chr11	71576555	71576900	-	3651
ENSG00000225805	chr11	71589499	71589564	+	221
ENSG00000228915	chr11	71604456	71605479	+	1024
ENSG00000254593	chr11	71614240	71615127	+	888
ENSG00000266859	chr11	71616153	71616240	+	88
ENSG00000137522	chr11	71639747	71640170	+	3567
ENSG00000255296	chr11	71649717	71649942	-	560
ENSG00000137496	chr11	71709587	71711058	+	4323
ENSG00000137497	chr11	71713910	71714584	-	15212
ENSG00000251143	chr11	71725337	71727933	+	4233
ENSG00000206783	chr11	71758919	71758997	-	79
ENSG00000263742	chr11	71783274	71783348	-	75
ENSG00000212089	chr11	71789376	71789466	-	91
ENSG00000184154	chr11	71791382	71791931	+	6136
ENSG00000149357	chr11	71796941	71797490	-	2778
ENSG00000238768	chr11	71815120	71815216	+	97
ENSG00000110200	chr11	71817424	71818651	-	2883
ENSG00000110203	chr11	71825915	71825971	+	1394
ENSG00000257075	chr11	71842328	71842953	+	626
ENSG00000256518	chr11	71869866	71870067	+	741
ENSG00000204971	chr11	71874366	71874423	-	477
ENSG00000255860	chr11	71883483	71883660	+	829
ENSG00000110195	chr11	71900602	71900803	+	1577
ENSG00000165457	chr11	71927645	71927969	+	1415
ENSG00000165458	chr11	71934745	71934847	+	6519
ENSG00000165462	chr11	71950121	71951242	-	1784
ENSG00000228286	chr11	71960900	71962332	-	1433
ENSG00000213365	chr11	71991195	71991447	+	712
ENSG00000162129	chr11	72003469	72004659	-	4232
ENSG00000255843	chr11	72013183	72013406	+	578
ENSG00000256739	chr11	72062391	72062511	+	560
ENSG00000255672	chr11	72065560	72065738	+	550
ENSG00000256403	chr11	72121760	72121919	+	492
ENSG00000237408	chr11	72189265	72189282	+	499
ENSG00000238048	chr11	72231030	72231059	+	822
ENSG00000227467	chr11	72281704	72281951	+	2450
ENSG00000186642	chr11	72287185	72288638	-	7182
ENSG00000256633	chr11	72295616	72296100	+	664
ENSG00000272036	chr11	72326107	72326174	-	68
ENSG00000251919	chr11	72332810	72332871	+	62
ENSG00000255808	chr11	72354281	72354562	+	562
ENSG00000186635	chr11	72396114	72396726	-	9047
ENSG00000256007	chr11	72396120	72396466	+	388
ENSG00000245148	chr11	72411519	72411598	+	1824
ENSG00000244134	chr11	72419231	72419610	+	380
ENSG00000214530	chr11	72465774	72466187	-	3710
ENSG00000202522	chr11	72477049	72477161	+	113
ENSG00000265064	chr11	72494575	72494637	+	63
ENSG00000168010	chr11	72525353	72525608	+	8617
ENSG00000137478	chr11	72547790	72549919	-	5188
ENSG00000206638	chr11	72580589	72580695	-	107
ENSG00000234751	chr11	72651543	72652157	+	615
ENSG00000256568	chr11	72887739	72887831	+	618
ENSG00000215841	chr11	72926043	72926233	-	262
ENSG00000175591	chr11	72929343	72929477	+	2861
ENSG00000260401	chr11	72950020	72953380	+	3361
ENSG00000256347	chr11	72959824	72960043	+	764
ENSG00000171631	chr11	72975550	72975694	+	3976
ENSG00000257038	chr11	73018280	73018601	-	1695
ENSG00000110237	chr11	73019334	73022875	+	9539
ENSG00000266866	chr11	73068180	73068286	+	107
ENSG00000054967	chr11	73087309	73087544	+	6322
ENSG00000256928	chr11	73106604	73106802	-	752
ENSG00000054965	chr11	73111532	73117789	-	7823
ENSG00000256448	chr11	73116342	73116429	+	344
ENSG00000255786	chr11	73163065	73163389	+	325
ENSG00000256148	chr11	73221703	73221865	+	163
ENSG00000231726	chr11	73291298	73291562	+	265
ENSG00000270323	chr11	73351524	73352082	+	559
ENSG00000021300	chr11	73357223	73357671	+	4933
ENSG00000252732	chr11	73375560	73375642	-	83
ENSG00000175582	chr11	73386683	73389007	-	4896
ENSG00000255928	chr11	73433394	73433521	+	210
ENSG00000256034	chr11	73471608	73471775	+	428
ENSG00000175581	chr11	73498361	73499037	+	4386
ENSG00000199975	chr11	73543427	73543735	-	309
ENSG00000256681	chr11	73561514	73561730	-	432
ENSG00000181924	chr11	73583712	73584789	-	2246
ENSG00000175575	chr11	73587744	73587786	+	4558
ENSG00000256898	chr11	73632710	73633241	-	532
ENSG00000256360	chr11	73639578	73639855	+	383
ENSG00000187726	chr11	73661364	73662182	+	3475
ENSG00000255847	chr11	73674702	73675240	-	1412
ENSG00000175567	chr11	73685712	73686166	-	3237
ENSG00000256189	chr11	73702328	73703225	-	898
ENSG00000256723	chr11	73706017	73707196	-	1180
ENSG00000175564	chr11	73711326	73712571	-	3684
ENSG00000168014	chr11	73723763	73724570	-	12567
ENSG00000256098	chr11	73853196	73853403	+	208
ENSG00000214517	chr11	73882144	73882567	+	7917
ENSG00000200649	chr11	73909793	73909899	-	107
ENSG00000149380	chr11	73946846	73947036	-	4009
ENSG00000206913	chr11	73963459	73963597	-	139
ENSG00000246211	chr11	74022407	74022494	+	2157
ENSG00000165434	chr11	74041363	74047799	-	8515
ENSG00000212961	chr11	74065488	74066765	+	1278
ENSG00000254631	chr11	74108594	74108714	+	681
ENSG00000264402	chr11	74110282	74110378	+	97
ENSG00000255440	chr11	74120105	74120210	+	639
ENSG00000175538	chr11	74165886	74168648	-	3677
ENSG00000254928	chr11	74166393	74166817	+	609
ENSG00000255444	chr11	74193295	74193587	+	293
ENSG00000254974	chr11	74196625	74197096	-	472
ENSG00000175536	chr11	74202757	74203409	-	1187
ENSG00000254837	chr11	74204411	74205018	+	2493
ENSG00000077514	chr11	74204896	74205018	+	5508
ENSG00000254500	chr11	74363681	74363956	+	276
ENSG00000223202	chr11	74396269	74396550	+	282
ENSG00000054938	chr11	74407474	74407630	-	3073
ENSG00000185162	chr11	74409389	74409715	-	480
ENSG00000212277	chr11	74427732	74427794	-	63
ENSG00000265902	chr11	74431313	74431382	-	70
ENSG00000241097	chr11	74449523	74449841	-	319
ENSG00000227615	chr11	74456761	74457159	-	399
ENSG00000166439	chr11	74459913	74460427	+	7823
ENSG00000264095	chr11	74464519	74464629	-	111
ENSG00000166435	chr11	74518784	74519231	-	9086
ENSG00000242999	chr11	74556955	74557251	+	297
ENSG00000241170	chr11	74587331	74587383	+	1532
ENSG00000265344	chr11	74657026	74657123	-	98
ENSG00000118363	chr11	74660292	74660444	+	2979
ENSG00000200152	chr11	74679234	74679337	-	104
ENSG00000162139	chr11	74699179	74700199	+	4347
ENSG00000234611	chr11	74782193	74783097	-	905
ENSG00000213333	chr11	74790310	74791176	-	867
ENSG00000171561	chr11	74799758	74800799	-	1042
ENSG00000255395	chr11	74810217	74810563	-	560
ENSG00000137491	chr11	74811608	74811900	+	9379
ENSG00000254475	chr11	74842183	74842925	-	743
ENSG00000255136	chr11	74919099	74919178	-	862
ENSG00000255460	chr11	74939367	74939702	-	336
ENSG00000261594	chr11	74951950	74954742	+	2793
ENSG00000254429	chr11	74971171	74971406	+	506
ENSG00000137486	chr11	74975226	74977318	-	5976
ENSG00000254963	chr11	74975333	74975488	+	216
ENSG00000199090	chr11	75046136	75046230	-	95
ENSG00000149273	chr11	75110530	75110621	+	5894
ENSG00000206941	chr11	75111435	75111582	+	148
ENSG00000207445	chr11	75115465	75115610	+	146
ENSG00000149243	chr11	75133438	75133812	-	3101
ENSG00000158555	chr11	75145685	75146703	-	9867
ENSG00000254460	chr11	75217982	75218142	-	386
ENSG00000149257	chr11	75273101	75274815	+	4914
ENSG00000255326	chr11	75294241	75294326	+	651
ENSG00000171533	chr11	75297963	75299229	-	6433
ENSG00000255434	chr11	75307189	75307646	-	546
ENSG00000254630	chr11	75346928	75347238	-	390
ENSG00000255280	chr11	75353645	75353934	+	290
ENSG00000166391	chr11	75428864	75429024	+	4010
ENSG00000263993	chr11	75453174	75453469	+	296
ENSG00000247867	chr11	75469500	75469688	-	1504
ENSG00000062282	chr11	75470557	75470671	+	7904
ENSG00000254826	chr11	75486949	75487085	+	842
ENSG00000254814	chr11	75511922	75512344	-	758
ENSG00000255507	chr11	75514476	75514562	-	1526
ENSG00000198382	chr11	75526212	75526569	+	6352
ENSG00000200256	chr11	75546260	75546368	-	109
ENSG00000199362	chr11	75548589	75548690	-	102
ENSG00000255255	chr11	75622248	75622672	-	425
ENSG00000255081	chr11	75625245	75625632	+	471
ENSG00000223013	chr11	75645980	75646083	+	104
ENSG00000254915	chr11	75653173	75653479	-	307
ENSG00000255421	chr11	75848359	75848506	-	285
ENSG00000085741	chr11	75897369	75898283	-	2401
ENSG00000254933	chr11	75901769	75901950	+	613
ENSG00000255362	chr11	75922000	75922293	-	388
ENSG00000137492	chr11	76061000	76063838	-	7727
ENSG00000179240	chr11	76092357	76094821	+	10972
ENSG00000272301	chr11	76100692	76101172	+	481
ENSG00000271757	chr11	76103240	76103949	+	710
ENSG00000201756	chr11	76115184	76115296	-	113
ENSG00000255135	chr11	76152382	76152683	-	754
ENSG00000158636	chr11	76155967	76156172	+	11783
ENSG00000254755	chr11	76302067	76302255	+	189
ENSG00000255479	chr11	76336506	76337074	-	831
ENSG00000255363	chr11	76339140	76339525	-	559
ENSG00000254810	chr11	76365213	76365599	-	651
ENSG00000236304	chr11	76368100	76368200	+	1426
ENSG00000137507	chr11	76368568	76372552	-	4459
ENSG00000254975	chr11	76386123	76386230	+	452
ENSG00000204529	chr11	76405087	76405183	-	1049
ENSG00000254761	chr11	76423440	76424230	-	832
ENSG00000254632	chr11	76470960	76471383	-	538
ENSG00000182704	chr11	76493295	76493477	+	4131
ENSG00000255100	chr11	76493625	76493900	-	354
ENSG00000261578	chr11	76511408	76515599	+	4192
ENSG00000078124	chr11	76571911	76572123	+	8442
ENSG00000212030	chr11	76589276	76589362	+	87
ENSG00000254988	chr11	76666461	76666629	-	568
ENSG00000198488	chr11	76745385	76745522	+	2762
ENSG00000149260	chr11	76777979	76778141	+	6166
ENSG00000254550	chr11	76813886	76814377	+	492
ENSG00000137474	chr11	76839310	76839535	+	10136
ENSG00000178795	chr11	76927603	76928359	-	3188
ENSG00000224829	chr11	77024651	77025077	+	427
ENSG00000149269	chr11	77032752	77034405	-	6299
ENSG00000268635	chr11	77184416	77188074	+	3659
ENSG00000074201	chr11	77225981	77226007	-	4592
ENSG00000238880	chr11	77277979	77278039	-	61
ENSG00000178301	chr11	77300436	77301656	+	2396
ENSG00000271767	chr11	77306156	77306224	-	69
ENSG00000048649	chr11	77371041	77378536	-	15740
ENSG00000206816	chr11	77402695	77402796	+	102
ENSG00000254985	chr11	77428757	77429091	-	566
ENSG00000227376	chr11	77445520	77446071	-	552
ENSG00000255409	chr11	77449725	77449975	-	632
ENSG00000219529	chr11	77524365	77524722	-	358
ENSG00000087884	chr11	77532155	77532287	+	1943
ENSG00000254459	chr11	77540700	77541173	-	585
ENSG00000254691	chr11	77561650	77562046	+	551
ENSG00000255449	chr11	77577458	77577772	-	712
ENSG00000241782	chr11	77579768	77580241	-	474
ENSG00000149262	chr11	77589766	77590173	-	6074
ENSG00000255115	chr11	77626036	77626321	-	286
ENSG00000254829	chr11	77726761	77727071	+	686
ENSG00000151364	chr11	77726761	77728316	-	1917
ENSG00000259112	chr11	77728017	77728316	-	731
ENSG00000254675	chr11	77733979	77734067	+	277
ENSG00000151365	chr11	77774907	77775387	+	1174
ENSG00000151366	chr11	77779350	77781082	-	2652
ENSG00000159063	chr11	77811982	77812241	-	3449
ENSG00000252494	chr11	77844466	77844568	-	103
ENSG00000246174	chr11	77850817	77851118	+	4095
ENSG00000188997	chr11	77882295	77885629	-	4164
ENSG00000118369	chr11	77899858	77900203	+	5233
ENSG00000033327	chr11	77926343	77930461	-	6771
ENSG00000254420	chr11	78035804	78035838	+	437
ENSG00000254649	chr11	78099107	78099201	+	365
ENSG00000251323	chr11	78135028	78136241	-	1642
ENSG00000137513	chr11	78147007	78147860	-	3153
ENSG00000255084	chr11	78244222	78244349	+	717
ENSG00000252033	chr11	78290300	78290401	-	102
ENSG00000254697	chr11	78292720	78293201	+	482
ENSG00000149256	chr11	78363876	78369861	-	16330
ENSG00000254563	chr11	78460295	78460378	+	320
ENSG00000266550	chr11	78684766	78684854	-	89
ENSG00000255345	chr11	78803893	78803928	+	2399
ENSG00000254885	chr11	78902603	78902837	+	374
ENSG00000211997	chr11	79113066	79113153	-	88
ENSG00000266570	chr11	79133213	79133270	-	58
ENSG00000255209	chr11	79316011	79316206	-	834
ENSG00000221551	chr11	79403423	79403573	+	151
ENSG00000254471	chr11	79698556	79700673	+	2118
ENSG00000254434	chr11	80032664	80033170	-	585
ENSG00000200146	chr11	80239004	80239110	+	107
ENSG00000255014	chr11	80364473	80365032	-	560
ENSG00000255178	chr11	80462243	80462873	-	1571
ENSG00000254437	chr11	80668360	80668677	+	318
ENSG00000254747	chr11	81263268	81263558	+	291
ENSG00000255316	chr11	81266952	81267467	-	516
ENSG00000270701	chr11	81553477	81553711	-	235
ENSG00000245832	chr11	81590893	81591209	-	1840
ENSG00000264110	chr11	81601783	81601878	-	96
ENSG00000254511	chr11	81682036	81682290	+	342
ENSG00000252592	chr11	82283051	82283122	-	72
ENSG00000255246	chr11	82314785	82315143	-	740
ENSG00000227097	chr11	82400571	82400944	+	374
ENSG00000182103	chr11	82443053	82444906	-	1854
ENSG00000255382	chr11	82502704	82502766	+	446
ENSG00000255063	chr11	82516396	82517551	+	1156
ENSG00000137509	chr11	82534544	82536164	-	6482
ENSG00000254441	chr11	82546551	82546904	+	915
ENSG00000238995	chr11	82554927	82555027	+	101
ENSG00000165490	chr11	82611017	82611195	+	5339
ENSG00000242279	chr11	82668465	82669258	+	794
ENSG00000254698	chr11	82674723	82674783	-	433
ENSG00000137502	chr11	82684175	82693457	-	11701
ENSG00000254522	chr11	82751848	82751940	-	286
ENSG00000207221	chr11	82752506	82752640	-	135
ENSG00000246067	chr11	82783108	82783223	+	2429
ENSG00000255503	chr11	82783444	82783738	-	436
ENSG00000255010	chr11	82817622	82818003	-	382
ENSG00000254965	chr11	82822102	82822484	-	383
ENSG00000255051	chr11	82843098	82843253	+	632
ENSG00000165494	chr11	82868030	82868673	+	8703
ENSG00000254676	chr11	82891186	82891651	+	905
ENSG00000247137	chr11	82895533	82895895	-	1628
ENSG00000269939	chr11	82896563	82898078	-	1516
ENSG00000137494	chr11	82904781	82905770	+	6724
ENSG00000255541	chr11	82920441	82920676	+	236
ENSG00000254551	chr11	82920473	82921148	-	766
ENSG00000241020	chr11	82924047	82924446	+	400
ENSG00000137500	chr11	82970139	82973008	-	6561
ENSG00000255234	chr11	82997171	82997590	+	2845
ENSG00000255003	chr11	83039969	83040289	+	321
ENSG00000150672	chr11	83166055	83170967	-	16089
ENSG00000256466	chr11	83167649	83167696	-	606
ENSG00000255311	chr11	83354645	83354757	+	2112
ENSG00000254629	chr11	83501020	83502621	-	1602
ENSG00000250257	chr11	83525614	83526306	-	693
ENSG00000264838	chr11	83940603	83940692	+	90
ENSG00000254713	chr11	84256174	84256807	-	967
ENSG00000240174	chr11	84351036	84351608	+	573
ENSG00000254787	chr11	84431869	84431924	+	351
ENSG00000255555	chr11	84647733	84647785	+	419
ENSG00000255396	chr11	84708270	84708812	-	543
ENSG00000213305	chr11	84731829	84732699	-	871
ENSG00000254684	chr11	85047119	85047616	-	498
ENSG00000254897	chr11	85163326	85164742	-	1417
ENSG00000206583	chr11	85220982	85221088	+	107
ENSG00000171204	chr11	85339629	85339732	+	2401
ENSG00000171202	chr11	85359011	85359133	+	971
ENSG00000137504	chr11	85370752	85376146	-	5587
ENSG00000179071	chr11	85394893	85397320	-	2428
ENSG00000137501	chr11	85405267	85406383	-	11248
ENSG00000215504	chr11	85563600	85565986	-	2387
ENSG00000150676	chr11	85566144	85566627	+	2359
ENSG00000255005	chr11	85627545	85627786	-	448
ENSG00000254479	chr11	85645780	85646706	+	927
ENSG00000073921	chr11	85668727	85670103	-	5833
ENSG00000238666	chr11	85805234	85805337	+	104
ENSG00000200877	chr11	85864269	85864376	+	108
ENSG00000254699	chr11	85903829	85903956	-	178
ENSG00000254502	chr11	85906174	85907308	+	1135
ENSG00000074266	chr11	85955586	85956385	+	7016
ENSG00000254783	chr11	85994969	85995710	+	742
ENSG00000255222	chr11	86005802	86006618	+	817
ENSG00000149196	chr11	86013253	86013520	+	3417
ENSG00000239856	chr11	86035056	86035351	-	296
ENSG00000149201	chr11	86085778	86086284	+	4544
ENSG00000254733	chr11	86142632	86142675	+	411
ENSG00000254727	chr11	86143140	86143617	+	478
ENSG00000151376	chr11	86152150	86152482	-	3838
ENSG00000254731	chr11	86414141	86414169	+	432
ENSG00000255250	chr11	86438397	86438564	+	503
ENSG00000150687	chr11	86502101	86502237	+	11725
ENSG00000271318	chr11	86532185	86532770	-	586
ENSG00000197882	chr11	86543582	86544491	-	910
ENSG00000269895	chr11	86544110	86544504	+	1192
ENSG00000255203	chr11	86568101	86568989	-	889
ENSG00000255471	chr11	86603256	86603414	-	1218
ENSG00000174804	chr11	86656721	86663512	-	7383
ENSG00000246523	chr11	86666661	86666754	+	1393
ENSG00000254748	chr11	86735625	86736099	+	888
ENSG00000166575	chr11	86748886	86749228	+	5898
ENSG00000254843	chr11	86805776	86807627	-	1852
ENSG00000213287	chr11	86969893	86970301	-	409
ENSG00000270510	chr11	87034751	87035401	-	651
ENSG00000254582	chr11	87040449	87041094	-	646
ENSG00000255391	chr11	87191778	87192339	-	562
ENSG00000223015	chr11	87317675	87317777	+	103
ENSG00000199235	chr11	87359381	87359441	-	61
ENSG00000255183	chr11	87429246	87429418	-	679
ENSG00000254650	chr11	87525927	87527049	-	1123
ENSG00000255022	chr11	87527116	87527416	+	301
ENSG00000254794	chr11	87628840	87628891	-	52
ENSG00000255516	chr11	87783274	87783350	+	572
ENSG00000255102	chr11	87794942	87795193	-	488
ENSG00000255241	chr11	87831759	87831896	+	252
ENSG00000206690	chr11	87833163	87833273	+	111
ENSG00000123892	chr11	87846410	87847308	-	1465
ENSG00000266581	chr11	87909670	87909761	+	92
ENSG00000109861	chr11	88026760	88027676	-	11421
ENSG00000249489	chr11	88141347	88142391	-	1045
ENSG00000255082	chr11	88237744	88242107	+	4837
ENSG00000168959	chr11	88237744	88242672	-	8657
ENSG00000207113	chr11	88345973	88346079	-	107
ENSG00000221130	chr11	88845878	88845992	+	115
ENSG00000077498	chr11	88910620	88911940	+	3016
ENSG00000197692	chr11	89026913	89027414	-	502
ENSG00000086991	chr11	89057524	89060044	-	6327
ENSG00000255295	chr11	89231916	89232366	-	451
ENSG00000255429	chr11	89279805	89279863	-	231
